09.10.2011;04:00;975731
09.10.2011;04:15;938507
09.10.2011;04:30;919155
09.10.2011;04:45;896882
09.10.2011;05:00;951424
09.10.2011;05:15;958701
09.10.2011;05:30;926028
09.10.2011;05:45;908789
09.10.2011;06:00;901468
09.10.2011;06:15;942016
09.10.2011;06:30;990468
09.10.2011;06:45;977751
09.10.2011;07:00;907878
09.10.2011;07:15;1011923
09.10.2011;07:30;1025305
09.10.2011;07:45;1038283
09.10.2011;08:00;992065
09.10.2011;08:15;1099499
09.10.2011;08:30;1116068
09.10.2011;08:45;1092332
09.10.2011;09:00;999844
09.10.2011;09:15;1084762
09.10.2011;09:30;1099346
09.10.2011;09:45;1112517
09.10.2011;10:00;1079731
09.10.2011;10:15;1161159
09.10.2011;10:30;1141998
09.10.2011;10:45;1115827
09.10.2011;11:00;1138582
09.10.2011;11:15;1229697
09.10.2011;11:30;1214511
09.10.2011;11:45;1179478
09.10.2011;12:00;1196229
09.10.2011;12:15;1190035
09.10.2011;12:30;1191023
09.10.2011;12:45;1076092
09.10.2011;13:00;1103357
09.10.2011;13:15;1155984
09.10.2011;13:30;1153043
09.10.2011;13:45;1099201
09.10.2011;14:00;1104220
09.10.2011;14:15;1067800
09.10.2011;14:30;1020964
09.10.2011;14:45;975744
09.10.2011;15:00;958104
09.10.2011;15:15;1027438
09.10.2011;15:30;1036152
09.10.2011;15:45;940930
09.10.2011;16:00;942634
09.10.2011;16:15;1011545
09.10.2011;16:30;1040455
09.10.2011;16:45;1019350
09.10.2011;17:00;1024659
09.10.2011;17:15;1103461
09.10.2011;17:30;1157212
09.10.2011;17:45;1172413
09.10.2011;18:00;1109668
09.10.2011;18:15;1188013
09.10.2011;18:30;1237956
09.10.2011;18:45;1265612
09.10.2011;19:00;1281283
09.10.2011;19:15;1312139
09.10.2011;19:30;1304723
09.10.2011;19:45;1308575
09.10.2011;20:00;1286183
09.10.2011;20:15;1310588
09.10.2011;20:30;1276103
09.10.2011;20:45;1256329
09.10.2011;21:00;1214320
09.10.2011;21:15;1238400
09.10.2011;21:30;1260348
09.10.2011;21:45;1211895
09.10.2011;22:00;1219386
09.10.2011;22:15;1235370
09.10.2011;22:30;1227198
09.10.2011;22:45;1206686
09.10.2011;23:00;1142114
09.10.2011;23:15;1155524
09.10.2011;23:30;1133459
09.10.2011;23:45;1124961
10.10.2011;00:00;1058453
10.10.2011;00:15;1053567
10.10.2011;00:30;1082755
10.10.2011;00:45;1060000
10.10.2011;01:00;1021193
10.10.2011;01:15;978919
10.10.2011;01:30;1011456
10.10.2011;01:45;1028676
10.10.2011;02:00;1019148
10.10.2011;02:15;998213
10.10.2011;02:30;999258
10.10.2011;02:45;1003958
10.10.2011;03:00;1052101
10.10.2011;03:15;1023257
10.10.2011;03:30;1045547
10.10.2011;03:45;1021735
10.10.2011;04:00;1050661
10.10.2011;04:15;1103696
10.10.2011;04:30;1076221
10.10.2011;04:45;1071044
10.10.2011;05:00;1125708
10.10.2011;05:15;1149669
10.10.2011;05:30;1186639
10.10.2011;05:45;1257851
10.10.2011;06:00;1338584
10.10.2011;06:15;1384661
10.10.2011;06:30;1412126
10.10.2011;06:45;1513148
10.10.2011;07:00;1555323
10.10.2011;07:15;1628740
10.10.2011;07:30;1603127
10.10.2011;07:45;1633910
10.10.2011;08:00;1619670
10.10.2011;08:15;1650647
10.10.2011;08:30;1683900
10.10.2011;08:45;1640932
10.10.2011;09:00;1649644
10.10.2011;09:15;1651398
10.10.2011;09:30;1646941
10.10.2011;09:45;1643853
10.10.2011;10:00;1727472
10.10.2011;10:15;1725155
10.10.2011;10:30;1670850
10.10.2011;10:45;1661105
10.10.2011;11:00;1690791
10.10.2011;11:15;1742467
10.10.2011;11:30;1731158
10.10.2011;11:45;1739961
10.10.2011;12:00;1693534
10.10.2011;12:15;1650357
10.10.2011;12:30;1639647
10.10.2011;12:45;1656267
10.10.2011;13:00;1638821
10.10.2011;13:15;1596421
10.10.2011;13:30;1602969
10.10.2011;13:45;1623534
10.10.2011;14:00;1611224
10.10.2011;14:15;1627045
10.10.2011;14:30;1563636
10.10.2011;14:45;1619621
10.10.2011;15:00;1626871
10.10.2011;15:15;1613600
10.10.2011;15:30;1603086
10.10.2011;15:45;1595580
10.10.2011;16:00;1578526
10.10.2011;16:15;1534530
10.10.2011;16:30;1525003
10.10.2011;16:45;1547325
10.10.2011;17:00;1535604
10.10.2011;17:15;1519406
10.10.2011;17:30;1557978
10.10.2011;17:45;1577467
10.10.2011;18:00;1512901
10.10.2011;18:15;1572758
10.10.2011;18:30;1629524
10.10.2011;18:45;1653194
10.10.2011;19:00;1649078
10.10.2011;19:15;1656785
10.10.2011;19:30;1668674
10.10.2011;19:45;1641733
10.10.2011;20:00;1591227
10.10.2011;20:15;1564080
10.10.2011;20:30;1550431
10.10.2011;20:45;1531526
10.10.2011;21:00;1455392
10.10.2011;21:15;1447620
10.10.2011;21:30;1445660
10.10.2011;21:45;1426904
10.10.2011;22:00;1404071
10.10.2011;22:15;1413563
10.10.2011;22:30;1395403
10.10.2011;22:45;1371736
10.10.2011;23:00;1335576
10.10.2011;23:15;1282716
10.10.2011;23:30;1222317
10.10.2011;23:45;1243316
